id,time,SuDuMoNiLiang,FPLCSuDu,BianmaQiSuDu,CSJSuDu,LGuanLongShenDu,FPLCShenDu,BianmaQiShenDu,DianshuDianliu1,DianshuDianliu2,LiCi_Current,ZhiDongPressure,Shang_GuoJuan,Xia_GuoJuan
5132,2023/2/19 05:31:36,1.70000004768372,1.70000004768372,1.79999995231628,1.89999997615814,-18.39549065,-18.4017849,-18.7566185,-819.999939,-799.999939,330.409057617188,12.1357669830322,0,0
5133,2023/2/19 05:31:40,1.29999995231628,1.29999995231628,1.39999997615814,1.39999997615814,-11.91820431,-11.97302532,-12.20908833,86.6666641235352,86.6666641235352,330.409057617188,12.2102193832397,0,0
5134,2023/2/19 05:31:44,1.10000002384186,1.10000002384186,1.10000002384186,1.10000002384186,-6.282966614,-6.320894718,-6.461092949,0,0,330.409057617188,12.2102193832397,0,0
5135,2023/2/19 05:31:48,0.5,0.600000023841858,0.5,0.5,-2.590914011,-2.653481245,-2.70112586,6.66666650772095,6.66666650772095,330.409057617188,12.2102193832397,0,0
5136,2023/2/19 05:31:52,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,-0.777274191,-0.841347754,-0.885969281,80,80,330.409057617188,10.7583951950073,0,0
5137,2023/2/19 05:31:56,0,0.200000002980232,0,0,-0.604546607,-0.668763578,-0.691488206,733.333312988281,720,330.409057617188,8.32007312774658,0,0
5138,2023/2/19 05:32:00,0,0.200000002980232,0.200000002980232,0.100000001490116,0.15113665163517,0.064719058573246,0.0648270174860954,646.666625976563,646.666625976563,330.014770507813,8.17116832733154,0,0
5139,2023/2/19 05:32:04,0,0,0,0,0.0215909499675035,0.0215730182826519,0.0216090064495802,6.66666650772095,0,221.981262207031,1.20985412597656,0,0
5140,2023/2/19 05:32:08,0,0,0,0,0.0215909499675035,0.0215730182826519,0.0216090064495802,0,0,220.009841918945,0.67007303237915,0,0
5141,2023/2/19 05:32:12,0,0,0,0,0.0215909499675035,0.0215730182826519,0.0216090064495802,0,0,220.009841918945,0.67007303237915,0,0
5142,2023/2/19 05:32:16,0,0,0,0,0.0215909499675035,0.0215730182826519,0.0216090064495802,0,0,220.009841918945,0.651459872722626,0,0
5143,2023/2/19 05:32:20,0,0,0,0,0.0215909499675035,0.0215730182826519,0.0216090064495802,0,0,220.009841918945,0.67007303237915,0,0
5144,2023/2/19 05:32:24,0,0,0,0,0.0215909499675035,0.0215730182826519,0.0216090064495802,0,0,220.009841918945,0.67007303237915,0,0
5145,2023/2/19 05:32:28,0,0,0,0,0.0215909499675035,0.0215730182826519,0.0216090064495802,-393.333313,-399.9999695,322.523406982422,0.67007303237915,0,0
