id,time,SuDuMoNiLiang,FPLCSuDu,BianmaQiSuDu,CSJSuDu,LGuanLongShenDu,FPLCShenDu,BianmaQiShenDu,DianshuDianliu1,DianshuDianliu2,LiCi_Current,ZhiDongPressure,Shang_GuoJuan,Xia_GuoJuan
1540,2023/1/4 03:20:00,0,0,0,0,0.215573221445084,0.215550810098648,0.318969070911407,0,0,220.009841918945,0.967883288860321,0,0
1541,2023/1/4 03:20:04,0,0,0,0,0.215573221445084,0.215550810098648,0.318969070911407,0,0,220.009841918945,0.874817550182343,0,0
1542,2023/1/4 03:20:08,0,0,0,0,0.215573221445084,0.215550810098648,0.318969070911407,0,0,220.009841918945,0.874817550182343,0,0
1543,2023/1/4 03:20:12,0,0,0,0,0.215573221445084,0.215550810098648,0.318969070911407,0,0,318.58056640625,0.874817550182343,0,0
1544,2023/1/4 03:20:16,0,0,0,0,0.215573221445084,0.215550810098648,0.318969070911407,-926.666626,-926.666626,329.620483398438,3.38759136199951,0,0
1545,2023/1/4 03:20:20,0,0,0,0,0.215573221445084,0.215550810098648,0.318969070911407,-2633.333252,-2633.333252,330.014770507813,6.90547466278076,0,0
1546,2023/1/4 03:20:24,0,-0.200000003,0,-0.100000001,-0.107786611,-0.021555081,0.0637938156723976,-2620,-2613.333252,329.620483398438,7.59416103363037,0,0
1547,2023/1/4 03:20:28,-0.200000003,-0.200000003,-0.200000003,-0.200000003,-0.75450629,-0.689762592,-0.510350525,-2853.333252,-2846.666504,329.226196289063,8.61788368225098,0,0
1548,2023/1/4 03:20:32,-1.600000024,-1.700000048,-1.600000024,-1.600000024,-5.130642891,-5.453435421,-4.486831665,-3586.666504,-3573.333252,329.226196289063,9.62299346923828,0,0
1549,2023/1/4 03:20:36,-4.5,-4.599999905,-4.5,-4.5,-20.67347145,-18.92536163,-19.30825996,-3613.333252,-3599.999756,329.620483398438,10.5164241790771,0,0
1550,2023/1/4 03:20:40,-7.199999809,-7.400000095,-7.099999905,-7.199999809,-50.12077332,-50.02934265,-47.97294617,-3026.666504,-3026.666504,330.803344726563,11.1306571960449,0,0
1551,2023/1/4 03:20:44,-7.800000191,-7.599999905,-7.599999905,-7.699999809,-84.74183655,-77.27497101,-82.6129837,-2213.333252,-2200,330.014770507813,11.2237234115601,0,0
1552,2023/1/4 03:20:48,-7.800000191,-7.800000191,-7.599999905,-7.800000191,-120.4623184,-116.4836578,-118.3587875,-2353.333252,-2360,330.409057617188,11.2237234115601,0,0
1553,2023/1/4 03:20:52,-7.900000095,-7.800000191,-7.800000191,-7.800000191,-156.6786194,-156.015686,-155.7844849,-2300,-2300,329.620483398438,11.2237234115601,0,0
1554,2023/1/4 03:20:56,-7.800000191,-7.800000191,-7.800000191,-7.800000191,-192.8949127,-195.6985931,-190.7434998,-2306.666504,-2300,330.409057617188,11.2237234115601,0,0
1555,2023/1/4 03:21:00,-7.800000191,-7.800000191,-7.599999905,-7.800000191,-229.0681,-227.2983398,-226.9571228,-2313.333252,-2313.333252,330.409057617188,11.2237234115601,0,0
1556,2023/1/4 03:21:04,-7.800000191,-7.800000191,-7.800000191,-7.800000191,-265.2843933,-265.0412903,-264.8719177,-2300,-2300,330.409057617188,11.2237234115601,0,0
1557,2023/1/4 03:21:08,-7.800000191,-8,-7.599999905,-7.800000191,-301.5007019,-294.8304138,-299.3205566,-2320,-2313.333252,329.620483398438,11.2237234115601,0,0
1558,2023/1/4 03:21:12,-7.800000191,-7.800000191,-7.800000191,-7.800000191,-337.6738892,-334.556427,-335.5554504,-2346.666504,-2340,330.014770507813,11.2237234115601,0,0
1559,2023/1/4 03:21:16,-7,-7.099999905,-7.099999905,-7,-373.7177429,-373.6142273,-373.4489746,-859.999939,-873.333313,330.409057617188,11.2237234115601,0,0
1560,2023/1/4 03:21:20,-3,-3,-2.900000095,-3,-395.9217834,-394.4364319,-395.0538025,-253.3333282,-266.6666565,330.014770507813,11.2237234115601,0,0
1561,2023/1/4 03:21:24,-1,-1.100000024,-1.100000024,-1.100000024,-402.4751892,-402.3687134,-402.028595,-2453.333252,-2453.333252,330.409057617188,11.2237234115601,0,0
1562,2023/1/4 03:21:28,-1.100000024,-1.100000024,-1.100000024,-1.100000024,-408.1878967,-408.3825684,-407.940155,-2186.666504,-2186.666504,330.014770507813,11.2237234115601,0,0
1563,2023/1/4 03:21:32,-0.699999988,-0.699999988,-0.699999988,-0.600000024,-412.0682068,-411.5942688,-411.9166565,-2066.666504,-2073.333252,329.620483398438,11.2237234115601,0,0
1564,2023/1/4 03:21:36,-0.300000012,-0.400000006,-0.400000006,-0.300000012,-414.2023926,-414.1377869,-414.1494141,-2280,-2273.333252,329.226196289063,10.6467161178589,0,0
1565,2023/1/4 03:21:40,0,0,0,0,-415.129364,-415.1724243,-415.127594,0,0,232.232620239258,3.42481780052185,0,0
1566,2023/1/4 03:21:44,0,0,0,0,-415.129364,-415.1724243,-415.127594,0,0,220.009841918945,0.967883288860321,0,0
1567,2023/1/4 03:21:48,0,0,0,0,-415.129364,-415.1724243,-415.127594,0,0,220.009841918945,0.967883288860321,0,0
1568,2023/1/4 03:21:52,0,0,0,0,-415.129364,-415.1724243,-415.127594,0,0,220.009841918945,0.874817550182343,0,0
1569,2023/1/4 03:21:56,0,0,0,0,-415.129364,-415.1724243,-415.127594,0,0,220.009841918945,0.874817550182343,0,0
1570,2023/1/4 03:22:00,0,0,0,0,-415.129364,-415.1724243,-415.127594,0,0,328.437652587891,0.874817550182343,0,0
1571,2023/1/4 03:22:04,0,0,0,0,-415.129364,-415.1724243,-415.127594,1466.66662597656,1473.33325195313,330.014770507813,5.91897869110107,0,0
1572,2023/1/4 03:22:08,0,0,0,0,-415.129364,-415.1724243,-415.127594,3053.33325195313,3060,330.014770507813,7.20328521728516,0,0
1573,2023/1/4 03:22:12,0,0,0,0,-415.8191833,-415.8837585,-416.0419006,0,0,234.204025268555,2.71751832962036,0,1
1574,2023/1/4 03:22:16,0,0,0,0,-415.8191833,-415.8837585,-416.0419006,0,0,220.40412902832,0.0558394193649292,0,1
1575,2023/1/4 03:22:20,0,0,0,0,-415.8191833,-415.8837585,-416.0419006,0,0,220.009841918945,0.0558394193649292,0,1
1576,2023/1/4 03:22:24,0,0,0,0,-415.8191833,-415.8837585,-416.0419006,0,0,220.009841918945,0.0558394193649292,0,1
